date,t1_date,t1_nav,official_nav,official_pct,v_active_top10,v_active_top10_est_pct,v_active_bench_csi300,v_active_bench_csi300_est_pct,v_active_bench_csi500,v_active_bench_csi500_est_pct,v_active_bench_csi1000,v_active_bench_csi1000_est_pct,v_active_bench_cyb,v_active_bench_cyb_est_pct,v_active_top10_blend_csi1000_a0.3,v_active_top10_blend_est_pct,v_active_alpha,v_active_top10_resid_csi1000,v_active_top10_resid_cyb,v_active_top10_resid_csi500
2026-07-02,2026-07-01,3.409,3.257,-0.044587855676151276,"(3.2105104551931767, None)",-0.058225152480734226,"(3.3081655881848215, 1.5709422224384837)",-0.029578882902663108,"(3.2826078102473453, 0.7862391847511561)",-0.03707603102160592,"(3.3124917458540013, 1.70376867835435)",-0.028309842811967884,"(3.2142174193053243, -1.3135578966741104)",-0.05713774734370062,"(3.2077715509405134, -1.5114660441967072)",-0.059028585819737876,"(3.2013807743509655, -1.7076827033784052)","(3.2013807743509655, -1.7076827033784052)","(3.1920840230594605, -1.9931217973761017)","(3.1985537540425755, -1.7944809934732773)"
2026-07-03,2026-07-02,3.257,3.239,-0.005526558182376493,"(3.2178748133959156, None)",-0.012012645564655932,"(3.277221666747016, 1.1800452839461664)",0.006208678767889527,"(3.2761373909384863, 1.1465696492277384)",0.005875772471134809,"(3.2552837690691168, 0.5027406319579155)",-0.0005269361163289529,"(3.2591574030443042, 0.622334147709304)",0.0006623896359545538,"(3.217826106762097, -0.6537169878945003)",-0.012027600011637348,"(3.217712457949854, -0.6572257502360517)","(3.217712457949854, -0.6572257502360517)","(3.2180789037239066, -0.6459122036459799)","(3.2196852105786964, -0.5963195252023307)"
2026-07-06,2026-07-03,3.239,3.164,-0.0231552948440876,"(3.1506323583398106, None)",-0.027282383964244854,"(3.238882271062543, 2.366696304125877)",-3.6347310113264335e-05,"(3.2041379926796925, 1.2685838394340174)",-0.010763200778112901,"(3.183323604950776, 0.6107334055238836)",-0.017189377909609144,"(3.181733217510536, 0.5604683157565116)",-0.017680389777543628,"(3.149052262248314, -0.47243166092560773)",-0.02777021850931956,"(3.145365371368154, -0.5889579213604985)","(3.145365371368154, -0.5889579213604985)","(3.1452149207163074, -0.5937129988524896)","(3.14733441244731, -0.5267252703125856)"
2026-07-07,2026-07-06,3.164,3.109,-0.0173830594184577,"(3.1419580054314116, None)",-0.006966496387038136,"(3.131500047707579, 0.7237069060012604)",-0.010271792759930896,"(3.111939821530912, 0.09455842814127412)",-0.016453912284794033,"(3.1002170001356144, -0.2825024079892434)",-0.0201589759369109,"(3.1343916340412172, 0.8167138643041894)",-0.009357890631726618,"(3.14014784389526, 1.0018605305648167)",-0.007538608124127667,"(3.1359241336442403, 0.8660062285056381)","(3.1359241336442403, 0.8660062285056381)","(3.1391570540117106, 0.9699920878646076)","(3.137033112548236, 0.9016761836035966)"
2026-07-08,2026-07-07,3.109,3.044,-0.020907044065615936,"(3.0668245556224503, None)",-0.013565598062897963,"(3.085172556508805, 1.352580700026439)",-0.007664021708328983,"(3.0656029983820257, 0.7096911426421031)",-0.013958508079116833,"(3.040113913674666, -0.1276638083224063)",-0.022156991420178098,"(3.056104416337096, 0.397648368498548)",-0.01701369690025863,"(3.0648695684925373, 0.6855968624355222)",-0.014194413479402618,"(3.0603079318560735, 0.5357402055214681)","(3.0603079318560735, 0.5357402055214681)","(3.0618206334079394, 0.5854347374487312)","(3.06271919926939, 0.6149539838827138)"
2026-07-09,2026-07-08,3.044,3.104,0.019710906701708296,"(3.1137137278695293, None)",0.022902013097742792,"(3.1213101981817397, 0.5576739104941888)",0.025397568390847475,"(3.1393353969758593, 1.138382634531546)",0.03131911858602466,"(3.112326558437007, 0.2682525269654218)",0.022446306976677655,"(3.180807592336824, 2.474471402603869)",0.04494336147727473,"(3.1156528355979716, 0.37541351797588524)",0.023539039289740903,"(3.12017742029767, 0.5211797776311174)","(3.12017742029767, 0.5211797776311174)","(3.126655726104593, 0.7298880832665195)","(3.1227324564234458, 0.6034940858068839)"
2026-07-10,2026-07-09,3.104,3.03,-0.023840206185567103,"(2.99742793195206, None)",-0.034333784809258944,"(3.0431932585131434, 0.4354210730410419)",-0.019589800736745128,"(3.050615481925072, 0.6803789414215222)",-0.017198620513829904,"(3.0659411993406818, 1.186178196062111)",-0.012261211552615527,"(2.9684720034523147, -2.030626948768487)",-0.04366237002180586,"(2.996347823189349, -1.110632898041288)",-0.034681757993122175,"(2.9938275694096887, -1.193809590439309)","(2.9938275694096887, -1.193809590439309)","(2.984606983478649, -1.4981193571402889)","(2.9923777565421723, -1.2416581999283003)"
2026-07-13,2026-07-10,3.03,2.88,-0.04950495049504948,"(2.872633711848776, None)",-0.051936068696773606,"(2.975872066670194, 3.3288912038261884)",-0.01786400439927578,"(2.899654328548392, 0.6824419634858372)",-0.04301837341637211,"(2.878300570068848, -0.05900798372055236)",-0.050065818459126055,"(2.9359995560449064, 1.9444290293370303)",-0.031023248830063927,"(2.8683284820273296, -0.4052610407177187)",-0.0533569366246436,"(2.8582829457772885, -0.7540643827330354)","(2.8582829457772885, -0.7540643827330354)","(2.863741269850624, -0.5645392412977684)","(2.860303011329454, -0.6839232177272929)"
2026-07-14,2026-07-13,2.88,2.957,0.026736111111111096,"(3.000516261111572, None)",0.041845923997073646,"(2.9420232087563467, -0.5064860075635151)",0.021535836373731514,"(2.9287641408163827, -0.9548819473661534)",0.016931993339021782,"(2.930763361866229, -0.8872721722614352)",0.017626167314662915,"(2.9787092579408125, 0.7341649624894382)",0.03427404789611552,"(3.0019569253213354, 1.5203559459362717)",0.04234615462546378,"(3.0053184751441173, 1.6340370356482066)","(3.0053184751441173, 1.6340370356482066)","(3.009854156912773, 1.787424988595636)","(3.005129348832802, 1.6276411509233029)"
2026-07-15,2026-07-14,2.957,2.91,-0.015894487656408423,"(2.8798628144508838, None)",-0.02608629879916003,"(2.951008324608225, 1.409220776914945)",-0.0020262683096973692,"(2.9111368635027395, 0.03906747432093945)",-0.01551002248808269,"(2.9169675053623774, 0.23943317396485309)",-0.013538212593041075,"(2.9213475729375507, 0.3899509600532821)",-0.012056958763087367,"(2.8787266922530677, -1.074684115014862)",-0.026470513272550535,"(2.8760757404581647, -1.1657821148397052)","(2.8760757404581647, -1.1657821148397052)","(2.8764900948507757, -1.151543132275755)","(2.8755241617382428, -1.1847367100260267)"
